Dep髎ito;Partida;Secuencia;Desde;Lote;Vencimiento;Producto;Medida;Secuencia modif;Partida completa;Linea;Categoria
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;96010;3;23/01/2025;229762033;26/09/2026;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0003;960100003;CORONARIO;BALON CORONARIO EUPHORA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;96010;2;23/01/2025;229762033;26/09/2026;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0002;960100002;CORONARIO;BALON CORONARIO EUPHORA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;78698;3;02/06/2023;225716611;21/12/2024;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0003;786980003;CORONARIO;BALON CORONARIO EUPHORA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;78698;1;02/06/2023;225716611;21/12/2024;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;2.5 X 20 MM;0001;786980001;CORONARIO;BALON CORONARIO EUPHORA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;77048;5;02/06/2023;225350970;23/10/2024;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 15 MM;0005;770480005;CORONARIO;BALON CORONARIO EUPHORA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;77050;8;02/06/2023;225239809;06/10/2024;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 15 MM;0008;770500008;CORONARIO;BALON CORONARIO EUPHORA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;77051;3;02/06/2023;225587461;30/11/2024;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0003;770510003;CORONARIO;BALON CORONARIO EUPHORA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;77051;2;02/06/2023;225587461;30/11/2024;BALON CORONARIO NC EUPHORA NO COMPLACIENTE;3.0 X 20 MM;0002;770510002;CORONARIO;BALON CORONARIO EUPHORA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;87254;1;25/06/2024;B566729;18/05/2026;BALON DE ALTA PRESION FORTREX;9.0 x 40 MM 40 CM;0001;872540001;PERIFERICO;FORTREX
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;79498;1;12/06/2023;0011519125;22/11/2024;BALON LIBERADOR DE PACLITAXEL PREVAIL;3.0 X 15 MM;0001;794980001;CORONARIO;PREVAIL
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;82607;4;31/08/2023;225841590;19/01/2025;CATETER GUIA LAUNCHER;6 FR 0.71创 AL 1.0;0004;826070004;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;77435;2;31/08/2023;0010986353;15/12/2023;CATETER GUIA LAUNCHER;6 FR 0.71创 AL 2.0;0002;774350002;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;77435;1;31/08/2023;0010986353;15/12/2023;CATETER GUIA LAUNCHER;6 FR 0.71创 AL 2.0;0001;774350001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;96751;1;13/03/2025;229912715;18/10/2026;CATETER GUIA LAUNCHER;6 FR .071创 AR 1.0;0001;967510001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;0E468;3;14/11/2025;230213766;01/12/2026;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.0;0003;0E4680003;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;77929;13;02/06/2023;225784159;11/01/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.0;0013;779290013;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;77929;16;02/06/2023;225784159;11/01/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.0;0016;779290016;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;84350;13;15/09/2023;226299217;01/04/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.0;0013;843500013;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;84350;14;15/09/2023;226299217;01/04/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.0;0014;843500014;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;84350;15;15/09/2023;226299217;01/04/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.0;0015;843500015;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;77929;3;02/06/2023;225784159;11/01/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.0;0003;779290003;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;0E468;4;14/11/2025;230213766;01/12/2026;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.0;0004;0E4680004;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;82474;9;27/07/2023;226147909;09/03/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0009;824740009;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;82474;11;27/07/2023;226147909;09/03/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0011;824740011;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;82474;12;27/07/2023;226147909;09/03/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0012;824740012;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;98141;20;16/07/2025;229978571;31/10/2026;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0020;981410020;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;82474;8;27/07/2023;226147909;09/03/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0008;824740008;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;82474;7;27/07/2023;226147909;09/03/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0007;824740007;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;0E469;1;14/11/2025;231352920;14/05/2027;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0001;0E4690001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;0E469;3;14/11/2025;231352920;14/05/2027;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0003;0E4690003;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;0E469;5;14/11/2025;231352920;14/05/2027;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0005;0E4690005;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;84444;14;15/09/2023;226666661;26/05/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0014;844440014;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;84444;13;15/09/2023;226666661;26/05/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0013;844440013;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;84444;12;15/09/2023;226666661;26/05/2025;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0012;844440012;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;97592;14;16/07/2025;229978566;31/10/2026;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0014;975920014;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;97593;23;16/07/2025;229978559;31/10/2026;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0023;975930023;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;97592;2;16/07/2025;229978566;31/10/2026;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0002;975920002;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;97593;12;16/07/2025;229978559;31/10/2026;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.5;0012;975930012;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;0A726;1;16/07/2025;229978540;31/10/2026;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.75;0001;0A7260001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;0E472;12;14/11/2025;229978564;31/10/2026;CATETER GUIA LAUNCHER;6 FR .071创 EBU 3.75;0012;0E4720012;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;84353;8;15/09/2023;226147955;09/03/2025;CATETER GUIA LAUNCHER;6 FR 0.71创 EBU 4.0;0008;843530008;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;71321;1;02/06/2023;224094754;02/04/2024;CATETER GUIA LAUNCHER;6 FR 0.71创 EBU 4.0;0001;713210001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;71322;1;27/07/2023;224094754;02/04/2024;CATETER GUIA LAUNCHER;6 FR 0.71创 EBU 4.0;0001;713220001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;84353;7;15/09/2023;226147955;09/03/2025;CATETER GUIA LAUNCHER;6 FR 0.71创 EBU 4.0;0007;843530007;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;69952;1;02/06/2023;224094754;02/04/2024;CATETER GUIA LAUNCHER;6 FR 0.71创 EBU 4.0;0001;699520001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;69951;1;27/07/2023;224094754;02/04/2024;CATETER GUIA LAUNCHER;6 FR 0.71创 EBU 4.0;0001;699510001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;69949;1;27/07/2023;224094754;02/04/2024;CATETER GUIA LAUNCHER;6 FR 0.71创 EBU 4.0;0001;699490001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;72588;1;27/07/2023;224094754;02/04/2024;CATETER GUIA LAUNCHER;6 FR 0.71创 EBU 4.0;0001;725880001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;75564;7;27/07/2023;225019995;02/09/2024;CATETER GUIA LAUNCHER;6 FR 0.71创 EBU 4.0;0007;755640007;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;75564;2;02/06/2023;225019995;02/09/2024;CATETER GUIA LAUNCHER;6 FR 0.71创 EBU 4.0;0002;755640002;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;84353;16;15/09/2023;226147955;09/03/2025;CATETER GUIA LAUNCHER;6 FR 0.71创 EBU 4.0;0016;843530016;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;77436;3;02/06/2023;225603884;02/12/2024;CATETER GUIA LAUNCHER;6 FR .071创 JR 3.5;0003;774360003;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;77436;6;02/06/2023;225603884;02/12/2024;CATETER GUIA LAUNCHER;6 FR .071创 JR 3.5;0006;774360006;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83466;2;15/09/2023;226300825;03/04/2025;CATETER GUIA LAUNCHER;6 FR .071创 JR 4.0;0002;834660002;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83466;3;15/09/2023;226300825;03/04/2025;CATETER GUIA LAUNCHER;6 FR .071创 JR 4.0;0003;834660003;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83466;4;15/09/2023;226300825;03/04/2025;CATETER GUIA LAUNCHER;6 FR .071创 JR 4.0;0004;834660004;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;75572;6;02/06/2023;224822345;31/07/2024;CATETER GUIA LAUNCHER;6 FR .071创 JR 4.0;0006;755720006;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;75572;7;02/06/2023;224822345;31/07/2024;CATETER GUIA LAUNCHER;6 FR .071创 JR 4.0;0007;755720007;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;75574;1;02/06/2023;0011139459;27/03/2024;CATETER GUIA LAUNCHER;6 FR .071创 JR 5.0;0001;755740001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83472;1;15/09/2023;0011615516;29/01/2025;CATETER GUIA LAUNCHER;7 FR .081创 EBU 3.0;0001;834720001;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83472;2;15/09/2023;0011615516;29/01/2025;CATETER GUIA LAUNCHER;7 FR .081创 EBU 3.0;0002;834720002;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;84367;9;15/09/2023;0011805052;31/05/2025;CATETER GUIA LAUNCHER;7 FR .081创 EBU 4.0;0009;843670009;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;84367;10;15/09/2023;0011805052;31/05/2025;CATETER GUIA LAUNCHER;7 FR .081创 EBU 4.0;0010;843670010;CORONARIO;LAUNCHER
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83474;1;06/06/2024;G23A01238;24/02/2026;GUIA CORONARIA SILICONADA COUGAR XT;0.014创 X 190 CM;0001;834740001;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;72748;2;02/06/2023;G22A02526;14/03/2025;GUIA CORONARIA ZINGER LIGHT;0.014创 X 180 CM;0002;727480002;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;72748;4;02/06/2023;G22A02526;14/03/2025;GUIA CORONARIA ZINGER LIGHT;0.014创 X 180 CM;0004;727480004;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83040;15;27/07/2023;G22A02819;24/03/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0015;830400015;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83040;14;27/07/2023;G22A02819;24/03/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0014;830400014;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83040;13;27/07/2023;G22A02819;24/03/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0013;830400013;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83040;12;27/07/2023;G22A02819;24/03/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0012;830400012;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83040;11;27/07/2023;G22A02819;24/03/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0011;830400011;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;75533;4;02/06/2023;G22A02819;24/03/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0004;755330004;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;75533;5;02/06/2023;G22A02819;24/03/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0005;755330005;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;75533;3;02/06/2023;G22A02819;24/03/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0003;755330003;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;75533;2;02/06/2023;G22A02819;24/03/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0002;755330002;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;75533;1;02/06/2023;G22A02819;24/03/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0001;755330001;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89713;7;06/06/2024;G22A09563;24/10/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0007;897130007;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89713;6;06/06/2024;G22A09563;24/10/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0006;897130006;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89713;5;06/06/2024;G22A09563;24/10/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0005;897130005;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89713;4;06/06/2024;G22A09563;24/10/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0004;897130004;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89713;3;06/06/2024;G22A09563;24/10/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0003;897130003;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89713;2;06/06/2024;G22A09563;24/10/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0002;897130002;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89713;1;06/06/2024;G22A09563;24/10/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0001;897130001;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89713;8;06/06/2024;G22A09563;24/10/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0008;897130008;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89713;10;06/06/2024;G22A09563;24/10/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0010;897130010;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89713;9;06/06/2024;G22A09563;24/10/2025;GUIA CORONARIA ZINGER MARKER;0.014创 X 180 CM;0009;897130009;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;73729;18;02/06/2023;G22A01969;03/03/2025;GUIA CORONARIA ZINGER MEDIUM;0.014创 X 180 CM;0018;737290018;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;73729;19;02/06/2023;G22A01969;03/03/2025;GUIA CORONARIA ZINGER MEDIUM;0.014创 X 180 CM;0019;737290019;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;73729;20;02/06/2023;G22A01969;03/03/2025;GUIA CORONARIA ZINGER MEDIUM;0.014创 X 180 CM;0020;737290020;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83039;15;27/07/2023;G22A06735;16/07/2025;GUIA CORONARIA ZINGER MEDIUM;0.014创 X 180 CM;0015;830390015;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83039;14;27/07/2023;G22A06735;16/07/2025;GUIA CORONARIA ZINGER MEDIUM;0.014创 X 180 CM;0014;830390014;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83039;13;27/07/2023;G22A06735;16/07/2025;GUIA CORONARIA ZINGER MEDIUM;0.014创 X 180 CM;0013;830390013;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83039;12;27/07/2023;G22A06735;16/07/2025;GUIA CORONARIA ZINGER MEDIUM;0.014创 X 180 CM;0012;830390012;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83039;11;27/07/2023;G22A06735;16/07/2025;GUIA CORONARIA ZINGER MEDIUM;0.014创 X 180 CM;0011;830390011;CORONARIO;GUIA
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;80454;7;02/06/2023;60431494;01/02/2025;KIT INSUFLADOR EVEREST;30;0007;804540007;CORONARIO;INSUFLADOR
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;80454;16;25/07/2023;60431494;01/02/2025;KIT INSUFLADOR EVEREST;30;0016;804540016;CORONARIO;INSUFLADOR
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;80454;13;25/07/2023;60431494;01/02/2025;KIT INSUFLADOR EVEREST;30;0013;804540013;CORONARIO;INSUFLADOR
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;80454;12;02/06/2023;60431494;01/02/2025;KIT INSUFLADOR EVEREST;30;0012;804540012;CORONARIO;INSUFLADOR
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;80454;10;02/06/2023;60431494;01/02/2025;KIT INSUFLADOR EVEREST;30;0010;804540010;CORONARIO;INSUFLADOR
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;80454;3;02/06/2023;60431494;01/02/2025;KIT INSUFLADOR EVEREST;30;0003;804540003;CORONARIO;INSUFLADOR
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;80454;5;02/06/2023;60431494;01/02/2025;KIT INSUFLADOR EVEREST;30;0005;804540005;CORONARIO;INSUFLADOR
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;92309;1;03/10/2024;B733784;16/05/2029;LAZO AMPLATZ GOOSE NECK;120 CM X 20 MM;0001;923090001;PERIFERICO;GOOSE NECK
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;0A529;1;14/07/2025;C062376;12/03/2030;LAZO AMPLATZ GOOSE NECK;120 CM X 25 MM;0001;0A5290001;PERIFERICO;GOOSE NECK
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;95173;2;14/07/2025;B486440;03/12/2027;MICRO LAZO GOOSE NECK;200 CM X 4 MM;0002;951730002;PERIFERICO;GOOSE NECK
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;0A618;2;14/07/2025;B688538;03/02/2029;MICRO LAZO GOOSE NECK;200 CM X 7 MM;0002;0A6180002;PERIFERICO;GOOSE NECK
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;91892;7;13/02/2025;0012099977;06/01/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.5 x 12 MM;0007;918920007;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;88849;21;13/02/2025;0012107147;10/01/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.5 X 15 MM;0021;888490021;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;90409;7;13/02/2025;0012031875;07/11/2026;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.5 X 18 MM;0007;904090007;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89674;7;13/02/2025;0012099658;04/01/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.75 X 12 MM;0007;896740007;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;83698;10;13/02/2025;0011498257;09/11/2025;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.75 X 15 MM;0010;836980010;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89676;10;13/02/2025;0012100810;07/01/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.75 X 18 MM;0010;896760010;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;93534;7;13/02/2025;0012270748;15/05/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.75 X 22 MM;0007;935340007;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;88872;33;13/02/2025;0012029993;06/11/2026;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.75 X 26 MM;0033;888720033;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;82714;5;13/02/2025;0011295716;04/07/2025;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.75 X 30 MM;0005;827140005;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;89681;7;13/02/2025;0012015772;27/10/2026;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.75 X 34 MM;0007;896810007;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;86073;2;13/02/2025;0011941328;05/09/2026;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.75 X 38 MM;0002;860730002;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;92854;1;13/02/2025;0011862188;10/07/2026;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;2.75 X 8 MM;0001;928540001;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;88993;19;13/02/2025;0012135302;01/02/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;3.0 X 12 MM;0019;889930019;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;91902;12;13/02/2025;0012235667;21/04/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;3.0 X 15 MM;0012;919020012;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;93542;14;13/02/2025;0012331205;25/06/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;3.0 X 18 MM;0014;935420014;CORONARIO;STENT CORONARIO
DR. PAYASLIAN -  INSTITUTO LANARI - DESCARTABLES;95973;16;13/02/2025;0012357887;14/07/2027;STENT CORONARIO ONYX TRUCOR CON NUCLEO DE PLATINO IRIDIO;3.0 X 22 MM;0016;959730016;CORONARIO;STENT CORONARIO
